Title,Text,Category,URL
在 Enterprise Grid 中封鎖檔案下載項目及訊息複製 | Slack,"誰可以使用此功能？
組織擁有者
適用於 Enterprise Grid 方案

Enterprise Grid 的組織擁有者可以啟用桌面和行動安全性功能，以保護 Slack 中的敏感商業資料。組織擁有者可以選擇禁止下載檔案 (桌面版和行動裝置) 和複製訊息 (僅限行動裝置)。


封鎖將檔案下載至桌面

組織擁有者可以只允許從特定範圍的 IP 位址下載檔案，以禁止從未經授權的位置下載檔案。

在桌面上，按一下側欄中的組織名稱。
將游標放在「工具與設定」上，然後按一下「組織設定」。
在左側欄按一下「 安全性」，然後選擇「安全性設定」。
按一下「下載及複製內容」旁的「編輯」。
勾選「禁止在桌面上下載檔案」旁的方塊。
在「允許進行下載的 IP 範圍」下，輸入任何所需的 IP 範圍並按一下「儲存」。

禁止透過行動裝置下載檔案及複製訊息

組織擁有者可以禁止透過不是由企業行動管理 (EMM) 提供者管理的行動裝置下載檔案及複製訊息。

在桌面上，按一下側欄中的組織名稱。
將游標放在「工具與設定」上，然後按一下「組織設定」。
在左側欄按一下「 安全性」，然後選擇「安全性設定」。
按一下「下載及複製內容」旁的「編輯」。
勾選「禁止透過行動裝置下載檔案及
複製訊息」旁的方塊，然後按一下「儲存」。

備註：如果是由 EMM 管理的裝置，則可透過 AppConfig 中的鍵值組啟用這項設定。",https://slack.com/intl/zh-tw/help/categories/200122103,https://slack.com/intl/zh-tw/help/articles/360016181794-%E5%9C%A8-Enterprise-Grid-%E4%B8%AD%E5%B0%81%E9%8E%96%E6%AA%94%E6%A1%88%E4%B8%8B%E8%BC%89%E9%A0%85%E7%9B%AE%E5%8F%8A%E8%A8%8A%E6%81%AF%E8%A4%87%E8%A3%BD
重新命名頻道 | Slack,"誰可以使用此功能？
工作空間擁有者、工作空間管理員與擔任頻道管理員角色 (預設) 的成員。
適用於所有方案

人員可透過頻道名稱得知該頻道的用途。如果頻道用途有所更動，隨時都可重新命名。工作空間擁有者與管理員可重新命名已加入的任何公開頻道 (包含公開區頻道) 和私人頻道。成員可以重新命名他們管理的任何頻道。

備註：在 Business+ 和 Enterprise Grid 方案中，具有權限的擁有者和管理員可使用頻道管理工具來重新命名頻道。

重新命名頻道

使用下方步驟來重新命名頻道。若要重新命名已封存頻道，首先需要取消封存。 

桌面行動版
開啟要重新命名的頻道。
按一下對話標題中的頻道名稱。

按一下頻道名稱旁邊的「編輯」。 
輸入新名稱，接著按一下「儲存變更」。 

注意：組織擁有者和組織管理員可在 Enterprise Grid 中重新命名跨工作空間頻道。頻道管理員可以重新命名他們被分配到的跨工作空間頻道。",https://slack.com/intl/zh-tw/help/categories/200111606,https://slack.com/intl/zh-tw/help/articles/201654073-%E9%87%8D%E6%96%B0%E5%91%BD%E5%90%8D%E9%A0%BB%E9%81%93
重新指派畫板或清單擁有者資格 | Slack,"誰可以使用此功能？
工作空間擁有者/管理員 (Pro 和 Business+) 和組織擁有者/管理員 (Enterprise Grid)
適用於付費方案

如果你的工作空間或 Enterprise Grid 組織內的畫板或清單建立者遭到停權，擁有者或管理員可以將畫板和清單的擁有者資格轉移給新的成員。

須知提醒
最初建立畫板或清單的成員或訪客必須已遭到停權。
畫板和清單必須已分享到至少有一名成員的對話。
所有符合條件的畫板和清單都會轉移給新的擁有者。無法選取特定畫板或清單來轉移擁有者資格。
無法轉移外部人員所建立畫板和清單的擁有者資格。 

重新指派畫板和清單的擁有者資格
Pro 和 Business+Enterprise Grid

工作空間擁有者和管理員可以按照下列步驟重新指派畫板和清單給已停用的成員：

按一下側欄中的工作空間名稱。

將游標放在「工具與設定」上，然後按一下「管理成員」。
在已停用的成員名稱旁邊，按一下「  三個點圖示」。
選取「轉移畫板擁有者資格」或「轉移清單擁有者資格」，然後從下拉式功能表選擇新的擁有者。
按一下「轉移擁有者資格」，然後按一下 「確認」。",https://slack.com/intl/zh-tw/help/categories/200111606,https://slack.com/intl/zh-tw/help/articles/19584367202579-%E9%87%8D%E6%96%B0%E6%8C%87%E6%B4%BE%E7%95%AB%E6%9D%BF%E6%88%96%E6%B8%85%E5%96%AE%E6%93%81%E6%9C%89%E8%80%85%E8%B3%87%E6%A0%BC
工作空間建立者入門 | Slack,"Slack 工作空間是一處單一的地方，你的團隊、你合作的任何人，都可以在這裡完成工作。如果還沒擁有這麼一個空間，馬上註冊，開始使用 Slack。

	

在本指南中，你將學會如何：

自訂你的工作空間
建立頻道
邀請人員並協助他們快速進入狀況

提示：如果你是 Slack 新手，請參閱「什麼是 Slack？」，當中提供 Slack 運作方式的基本概要介紹。如要加入現有的工作空間，請參閱Slack 新使用者入門說明。

 

自訂你的工作空間

身為工作空間建立者，你將擔任主要擁有者角色。你將獲得自訂設定存取權，可以為你自己和你的團隊個人化工作空間。以下是一些我們建議的新工作空間自訂方法：

Slack 圖示狀態建議個人檔案欄位
上傳 Slack 圖示 (例如你的公司標誌) 以協助成員辨識你的工作空間。


試試看。

 

建立頻道

完成工作空間自訂設定後，就可以開始建立頻道。Slack 中的對話是透過頻道和私訊 (DM) 進行。私訊用於一次性對話，而大多數工作是在頻道中進行。

在你剛開始建立頻道時，我們建議可以建立專門用於公告、主要專案及社交的頻道。

#公告#專案#社交
公告頻道可以用來分享工作空間裡的每個人都應該知道的重要資訊。你可以使用 #公開區或 #全部-公司名稱頻道做為公告頻道，因為你工作空間中的所有人在他們加入頻道時，即會自動新增。


提示：你可以從頭開始建立你的頻道，或者使用具特定用途的範本，例如新進人員就職或是管理專案。

 

邀請人員並協助他們快速進入狀況

現在你已掌握設定工作空間的基本知識，你可以邀請共事者並幫助他們熟悉 Slack：

使用這個可自訂範本向團隊介紹 Slack。如果你已準備好溝通方案，你可以在其中加入我們 Slack 快速入門指南的連結。
參閱 Slack 角色類型，並想想有哪些人員可以擔任工作空間管理員。在你忙著讓團隊的其他成員就職時，他們可以協助處理管理工作。
邀請人員加入工作空間！在 Slack 桌面應用程式上，按一下左上角的工作空間名稱並在功能表中找出「邀請人員加入…」選項，或參閱邀請新成員加入工作空間以瞭解更多資訊。
如要在你的工作空間中與其他公司的人員合作，你可以開始使用 Slack Connect。

 

其他可以採取的行動

Slack 可以保持對話井然有序，推動工作順利進行，尤其是團隊每個人都使用 Slack 的話更是如此。如果你發現你的共事者仍習慣使用預設的電子郵件或其他工具，我們有些小訣竅，可以幫助他們改變狀態。

連結其他工具：你可以將 Google 日曆、Zoom 和 Asana 等其他軟體連結至 Slack。當所有工具集中到 Slack 時，你和團隊成員在工作中就能減少在應用程式之間切換的次數。瀏覽 Slack Marketplace，或參閱我們 Slack 中的應用程式指南深入瞭解。

將電子郵件轉寄到 Slack：你可以將電子郵件直接傳送至 Slack 的頻道。造訪「將電子郵件傳送至 Slack」瞭解方法。",https://slack.com/intl/zh-tw/help/categories/360000049043,https://slack.com/intl/zh-tw/help/articles/217626298-%E5%B7%A5%E4%BD%9C%E7%A9%BA%E9%96%93%E5%BB%BA%E7%AB%8B%E8%80%85%E5%85%A5%E9%96%80
停用特定頻道中的微型會議 | Slack,"誰可以使用此功能？
工作空間擁有者/管理員以及組織擁有者/管理員
付費方案適用功能

根據預設，工作空間或 Enterprise Grid 組織的所有成員都能在任一頻道或私訊 (DM) 中發起微型會議。管理員可以根據需要停用特定頻道的微型會議功能。

 

停用頻道中的微型會議
開啟頻道。
按一下對話標題中的頻道名稱。

按一下「設定」，接著按一下「微型會議」旁的「編輯」。
選取「不，成員無法發起或加入微型會議」。
按一下「儲存」。",https://slack.com/intl/zh-tw/help/categories/200122103,https://slack.com/intl/zh-tw/help/articles/4402065728147-%E5%81%9C%E7%94%A8%E7%89%B9%E5%AE%9A%E9%A0%BB%E9%81%93%E4%B8%AD%E7%9A%84%E5%BE%AE%E5%9E%8B%E6%9C%83%E8%AD%B0
刪除工作空間 | Slack,"誰可以使用此功能？
只有工作空間主要擁有者可以刪除工作空間
適用於所有方案

只有工作空間的主要擁有者可以刪除工作空間。如果你未擔任此角色，請聯絡你的主要擁有者提供協助。

提示： 需要變更工作空間名稱或網址嗎？你只要在「工作空間名稱和網址」底下的「設定與權限」變更這些設定即可，不必刪除整個工作空間。

刪除工作空間

工作空間一經刪除即無法復原，因此請謹慎決定。工作空間一經刪除即無法擷取訊息和檔案，因此我們建議在刪除前先匯出你的工作空間資料。

從桌面按一下側欄中的工作空間名稱。

按一下「工具與設定」，然後選取「工作空間設定」。
向下捲動至「刪除工作空間」。
按一下「刪除工作空間」。
勾選方塊以確認要刪除該工作空間。
輸入你的 Slack 帳號密碼，然後按一下「是，刪除我的工作空間」。

備註： 如果使用單一登入 (SSO) 方式登入 Slack，而且忘記自己的 Slack 密碼，你可以重設密碼。如果在註冊 Slack 時沒有設定密碼，你可以請求重設密碼來為帳號新增密碼。",https://slack.com/intl/zh-tw/help/categories/200122103,https://slack.com/intl/zh-tw/help/articles/204067366-%E5%88%AA%E9%99%A4%E5%B7%A5%E4%BD%9C%E7%A9%BA%E9%96%93
從工作空間移除應用程式和自訂整合 | Slack,"誰可以使用此功能？
依預設，所有成員都能使用，但訪客除外
適用於所有方案

視應用程式或自訂整合的建置者和設定方式而定，移除這些項目的方法也會有所有不同。為此，Slack 整理出這份實用指南，以逐步教導你所有相關的必要知識。

注意：如果工作空間擁有者已啟用工作空間的應用程式核准，則僅工作空間擁有者和應用程式管理員能夠移除應用程式。

基本資訊
第三方應用程式與 Slack 建置的應用程式
你可以從工作空間徹底移除 這類項目，或是停用個別授權 (適用於第三方應用程式) 或組態 (適用於 Slack 建置的應用程式)。 
自訂整合
你可以在整個工作空間中停用自訂整合，或是刪除個別組態。
權限
工作空間擁有者可以選擇限制能夠安裝和移除應用程式與整合的成員。如果你沒看到移除應用程式或整合的選項，請聯絡工作空間擁有者以尋求協助。

 

移除應用程式
移除應用程式移除組態/授權
第三方應用程式與 Slack 建置的應用程式
在桌面上，按一下側欄中的工作空間名稱。

從功能表選取「工具與設定」，然後按一下「管理應用程式」以開啟 Slack Marketplace。 
從左側欄選取「已安裝的應用程式」。
找到並選取你要移除的應用程式，然後按一下「應用程式詳細資料」。
前往應用程式頁面，按一下「組態」標籤。 
 第三方應用程式和自訂小程式：
• 向下捲動到「移除應用程式」，然後選取「移除應用程式」。

Slack 建置的應用程式：
• 按一下  鉛筆圖示，然後選取「移除」。(如果您只有設定一個組態，就不會看見鉛筆圖示。這種情況下，只要按一下頁面頂部的「移除」即可。)

移除自訂整合
在桌面上，按一下側欄中的工作空間名稱。

從功能表選取「工具與設定」，然後按一下「管理應用程式」以開啟 Slack Marketplace。 
從左側欄選取「自訂整合」。
找出並選取要移除的自訂整合。
前往應用程式頁面，按一下「組態」標籤。
按一下要修改的組態旁的  鉛筆圖示。
按一下「移除」，即可刪除該組態。或者，按一下「停用」將該組態關閉。

注意：自訂整合是已過時的舊版工具，將來可能會移除。建議你改用功能更多且採用最新 API 的 Slack 應用程式。",https://slack.com/intl/zh-tw/help/categories/360000047926,https://slack.com/intl/zh-tw/help/articles/360003125231-%E5%BE%9E%E5%B7%A5%E4%BD%9C%E7%A9%BA%E9%96%93%E7%A7%BB%E9%99%A4%E6%87%89%E7%94%A8%E7%A8%8B%E5%BC%8F%E5%92%8C%E8%87%AA%E8%A8%82%E6%95%B4%E5%90%88
支援的帳單貨幣 | Slack,"當你建立工作空間時，Slack 會偵測你的位置並使用此資訊來判斷你的帳單貨幣。請閱讀下方關於我們支援的貨幣詳細資訊，並查看定價指南。


支援的貨幣

我們提供下列貨幣的定價和帳單：

英鎊
歐元
印度盧比
日幣
美元

變更貨幣

如果你的帳單使用錯誤的貨幣 (根據我們提供的那些貨幣)，我們很樂意瞭解如何為你提供協助。工作空間擁有者應聯絡支援團隊，來取得進一步資訊。

對你工作空間的帳單貨幣所做的任何變更都會在你的下一次帳單週期時反映。

提示：工作空間擁有者可以審查變更並從帳單頁面的「歷程記錄」標籤中下載對帳單。",https://slack.com/intl/zh-tw/help/categories/200122103,https://slack.com/intl/zh-tw/help/articles/115004062808-%E6%94%AF%E6%8F%B4%E7%9A%84%E5%B8%B3%E5%96%AE%E8%B2%A8%E5%B9%A3
在 Enterprise Grid 中管理 Slack Connect 的指南 | Slack,"組織擁有者以及組織管理員可管理各種 Slack Connect 設定，讓與外部合作夥伴之間的合作更加輕鬆、安全。你甚至可以為你所屬的各個組織自訂某些權限。

設定簡要說明
可輕鬆配置權限
自訂 Slack Connect，設定全組織的邀請核准和接受設定以配合你的需求。針對與你共事的每個組織的邀請設定進行微調，進而滿足你與不同業務單位之間因不同關係而產生的不同需求。 
安全性
限制檔案、畫板、工作流程及其他項目的使用權限，確保跟外部合作夥伴共事就像與自家團隊共事一樣安全。

管理外部人員
你的業務關係不時會有異動，因此我們會讓你可以輕鬆地監控及管理外部成員能存取的頻道。

存取 Slack Connect 設定

你可以在組織控制面板中調整各種設定，讓 Slack Connect 符合你的需求。

從桌面按一下左上角的工作空間名稱。

將游標放在「工具與設定」上，然後按一下「組織設定」。 
在左側欄選擇「Slack Connect」。 
若要管理全組織的設定和權限，請選取「Settings」或選擇「Slack Connect 網絡」來管理與你共事的各組織的設定和權限。

你可以管理的 Slack Connect 設定

你可以在組織控制面板中進行下列設定，你所設定的項目適用於組織中的每一個工作空間。

 

核准與接受邀請

管理自動核准與接受邀請的設定、你的成員可以發出哪些類型的 Slack Connect 邀請，以及其他項目。

核准與接受邀請設定
根據外部組織進行邀請設定
Slack Connect 頻道邀請設定與權限
啟用特定工作空間的 Slack Connect

安全性和瀏覽權限

控制檔案存取權限、個人檔案瀏覽權限及其他項目。 

檔案上傳和畫板分享
Slack Connect 頻道中的工作流程使用情形
管理個人檔案詳細資料
組織的開放搜尋設定

管理外部合作夥伴

你可透過管理頻道存取權限、組織交流情形等方式，針對外部成員採取管理措施。  

管理外部人員
管理組織的連線情形
管理可加入其他組織擁有之頻道的人員",https://slack.com/intl/zh-tw/help/categories/200122103,https://slack.com/intl/zh-tw/help/articles/22197698021139-%E5%9C%A8-Enterprise-Grid-%E4%B8%AD%E7%AE%A1%E7%90%86-Slack-Connect-%E7%9A%84%E6%8C%87%E5%8D%97
Slack Connect：為組織成員提供準則 | Slack,"誰可以使用此功能？
組織擁有者與組織管理員 
適用於 Enterprise Grid 方案

組織擁有者和管理員可以提供成員申請 Slack Connect 頻道的指示，並訂定與其他組織的人員合作的準則。 



建立 Slack Connect 頻道的指示

為成員新增自訂指示，方便他們在嘗試申請 Slack Connect 頻道或接受其他組織的邀請時遵循。

新增指示
在桌面上，按一下側欄中的組織名稱。

從功能表選取「工具與設定」，然後按一下「組織設定」。
按一下左側欄的「 Slack Connect」，然後選取「設定」。
選取「頻道」標籤。
按一下「建立 Slack Connect 頻道的指示」旁的「編輯」。
選取「連結」以便在現有文件中新增連結，或選取「文字」以便在文字欄位中輸入指示。
按一下「啟用指示」。

編輯或停用指示
在桌面上，按一下側欄中的組織名稱。

從功能表選取「工具與設定」，然後按一下「組織設定」。
按一下左側欄的「 Slack Connect」，然後選取「設定」。
選取「頻道」標籤。
按一下「建立 Slack Connect 頻道的指示」旁的「編輯」。
如要編輯，請進行變更，然後按一下「儲存」。如要移除指示，請按一下「停用指示」。

Slack Connect 使用準則

提供具體的準則，以便成員在使用 Slack Connect 時遵循。成員加入頻道時，就會看到這些與你組織以外人員合作的相關準則。

新增準則
在桌面上，按一下側欄中的組織名稱。

從功能表選取「工具與設定」，然後按一下「組織設定」。
按一下左側欄的「 Slack Connect」，然後選取「設定」。
按一下「建立 Slack Connect 頻道的指示」旁的「編輯」。
選取「連結」以將連結新增至準則，或選取「文字」以將準則輸入文字欄位。
按一下「啟用準則」。

編輯或停用準則 
在桌面上，按一下側欄中的組織名稱。

從功能表選取「工具與設定」，然後按一下「組織設定」。
按一下左側欄的「 Slack Connect」，然後選取「設定」。
按一下 Slack Connect 使用準則旁邊的「編輯」。
如要編輯，請進行變更，然後按一下「儲存」。如要移除準則，請按一下「停用準則」。",https://slack.com/intl/zh-tw/help/categories/200122103,https://slack.com/intl/zh-tw/help/articles/4408191650451-Slack-Connect%EF%BC%9A%E7%82%BA%E7%B5%84%E7%B9%94%E6%88%90%E5%93%A1%E6%8F%90%E4%BE%9B%E6%BA%96%E5%89%87
